Emotions,Path
Disgust,EmoDSc_Silenciados\4155.wav
Sadness,EmoDSc_Silenciados\4156.wav
Sadness,EmoDSc_Silenciados\4157.wav
Anger,EmoDSc_Silenciados\4158.wav
Neutral,EmoDSc_Silenciados\4159.wav
Anger,EmoDSc_Silenciados\4160.wav
Fear,EmoDSc_Silenciados\4161.wav
Surprise,EmoDSc_Silenciados\4162.wav
Fear,EmoDSc_Silenciados\4163.wav
Surprise,EmoDSc_Silenciados\4164.wav
Anger,EmoDSc_Silenciados\4165.wav
Happiness,EmoDSc_Silenciados\4166.wav
Neutral,EmoDSc_Silenciados\4167.wav
Disgust,EmoDSc_Silenciados\4168.wav
Neutral,EmoDSc_Silenciados\4169.wav
Neutral,EmoDSc_Silenciados\4170.wav
Neutral,EmoDSc_Silenciados\4171.wav
Neutral,EmoDSc_Silenciados\4172.wav
Fear,EmoDSc_Silenciados\4173.wav
Disgust,EmoDSc_Silenciados\4174.wav
Anger,EmoDSc_Silenciados\4175.wav
Disgust,EmoDSc_Silenciados\4176.wav
Sadness,EmoDSc_Silenciados\4177.wav
Anger,EmoDSc_Silenciados\4178.wav
Disgust,EmoDSc_Silenciados\4179.wav
Sadness,EmoDSc_Silenciados\4180.wav
Neutral,EmoDSc_Silenciados\4181.wav
Anger,EmoDSc_Silenciados\4182.wav
Surprise,EmoDSc_Silenciados\4183.wav
Happiness,EmoDSc_Silenciados\4184.wav
Fear,EmoDSc_Silenciados\4185.wav
Neutral,EmoDSc_Silenciados\4186.wav
Disgust,EmoDSc_Silenciados\4187.wav
Disgust,EmoDSc_Silenciados\4188.wav
Anger,EmoDSc_Silenciados\4189.wav
Happiness,EmoDSc_Silenciados\4190.wav
Surprise,EmoDSc_Silenciados\4191.wav
Neutral,EmoDSc_Silenciados\4192.wav
Fear,EmoDSc_Silenciados\4193.wav
Disgust,EmoDSc_Silenciados\4194.wav
Disgust,EmoDSc_Silenciados\4195.wav
Surprise,EmoDSc_Silenciados\4196.wav
Fear,EmoDSc_Silenciados\4197.wav
Surprise,EmoDSc_Silenciados\4198.wav
Happiness,EmoDSc_Silenciados\4199.wav
Sadness,EmoDSc_Silenciados\4200.wav
Happiness,EmoDSc_Silenciados\4201.wav
Sadness,EmoDSc_Silenciados\4202.wav
Disgust,EmoDSc_Silenciados\4203.wav
Neutral,EmoDSc_Silenciados\4204.wav
Happiness,EmoDSc_Silenciados\4205.wav
Happiness,EmoDSc_Silenciados\4206.wav
Anger,EmoDSc_Silenciados\4207.wav
Fear,EmoDSc_Silenciados\4208.wav
Fear,EmoDSc_Silenciados\4209.wav
Anger,EmoDSc_Silenciados\4210.wav
Neutral,EmoDSc_Silenciados\4211.wav
Sadness,EmoDSc_Silenciados\4212.wav
Surprise,EmoDSc_Silenciados\4213.wav
Neutral,EmoDSc_Silenciados\4214.wav
Neutral,EmoDSc_Silenciados\4215.wav
Sadness,EmoDSc_Silenciados\4216.wav
Happiness,EmoDSc_Silenciados\4217.wav
Happiness,EmoDSc_Silenciados\4218.wav
Anger,EmoDSc_Silenciados\4219.wav
Fear,EmoDSc_Silenciados\4220.wav
Surprise,EmoDSc_Silenciados\4221.wav
Neutral,EmoDSc_Silenciados\4222.wav
Anger,EmoDSc_Silenciados\4223.wav
Anger,EmoDSc_Silenciados\4224.wav
Happiness,EmoDSc_Silenciados\4225.wav
Fear,EmoDSc_Silenciados\4226.wav
Sadness,EmoDSc_Silenciados\4227.wav
Disgust,EmoDSc_Silenciados\4228.wav
Neutral,EmoDSc_Silenciados\4229.wav
Neutral,EmoDSc_Silenciados\4230.wav
Sadness,EmoDSc_Silenciados\4231.wav
Sadness,EmoDSc_Silenciados\4232.wav
Anger,EmoDSc_Silenciados\4233.wav
Happiness,EmoDSc_Silenciados\4234.wav
Happiness,EmoDSc_Silenciados\4235.wav
Neutral,EmoDSc_Silenciados\4236.wav
Disgust,EmoDSc_Silenciados\4237.wav
Happiness,EmoDSc_Silenciados\4238.wav
Sadness,EmoDSc_Silenciados\4239.wav
Fear,EmoDSc_Silenciados\4240.wav
Happiness,EmoDSc_Silenciados\4241.wav
Disgust,EmoDSc_Silenciados\4242.wav
Anger,EmoDSc_Silenciados\4243.wav
Neutral,EmoDSc_Silenciados\4244.wav
Happiness,EmoDSc_Silenciados\4245.wav
Sadness,EmoDSc_Silenciados\4246.wav
Sadness,EmoDSc_Silenciados\4247.wav
Anger,EmoDSc_Silenciados\4248.wav
Fear,EmoDSc_Silenciados\4249.wav
Neutral,EmoDSc_Silenciados\4250.wav
Surprise,EmoDSc_Silenciados\4251.wav
Sadness,EmoDSc_Silenciados\4252.wav
Neutral,EmoDSc_Silenciados\4253.wav
Surprise,EmoDSc_Silenciados\4254.wav
Neutral,EmoDSc_Silenciados\4255.wav
Neutral,EmoDSc_Silenciados\4256.wav
Neutral,EmoDSc_Silenciados\4257.wav
Disgust,EmoDSc_Silenciados\4258.wav
Surprise,EmoDSc_Silenciados\4259.wav
Surprise,EmoDSc_Silenciados\4260.wav
Surprise,EmoDSc_Silenciados\4261.wav
Fear,EmoDSc_Silenciados\4262.wav
Anger,EmoDSc_Silenciados\4263.wav
Happiness,EmoDSc_Silenciados\4264.wav
Surprise,EmoDSc_Silenciados\4265.wav
Sadness,EmoDSc_Silenciados\4266.wav
Anger,EmoDSc_Silenciados\4267.wav
Neutral,EmoDSc_Silenciados\4268.wav
Anger,EmoDSc_Silenciados\4269.wav
Neutral,EmoDSc_Silenciados\4270.wav
Anger,EmoDSc_Silenciados\4271.wav
Neutral,EmoDSc_Silenciados\4272.wav
Disgust,EmoDSc_Silenciados\4273.wav
Disgust,EmoDSc_Silenciados\4274.wav
Disgust,EmoDSc_Silenciados\4275.wav
Disgust,EmoDSc_Silenciados\4276.wav
Fear,EmoDSc_Silenciados\4277.wav
Happiness,EmoDSc_Silenciados\4278.wav
Disgust,EmoDSc_Silenciados\4279.wav
Fear,EmoDSc_Silenciados\4280.wav
Sadness,EmoDSc_Silenciados\4281.wav
Surprise,EmoDSc_Silenciados\4282.wav
Happiness,EmoDSc_Silenciados\4283.wav
Anger,EmoDSc_Silenciados\4284.wav
Neutral,EmoDSc_Silenciados\4285.wav
Neutral,EmoDSc_Silenciados\4286.wav
Disgust,EmoDSc_Silenciados\4287.wav
Fear,EmoDSc_Silenciados\4288.wav
Anger,EmoDSc_Silenciados\4289.wav
Anger,EmoDSc_Silenciados\4290.wav
Anger,EmoDSc_Silenciados\4291.wav
Neutral,EmoDSc_Silenciados\4292.wav
Neutral,EmoDSc_Silenciados\4293.wav
Disgust,EmoDSc_Silenciados\4294.wav
Happiness,EmoDSc_Silenciados\4295.wav
Anger,EmoDSc_Silenciados\4296.wav
Sadness,EmoDSc_Silenciados\4297.wav
Fear,EmoDSc_Silenciados\4298.wav
Disgust,EmoDSc_Silenciados\4299.wav
Disgust,EmoDSc_Silenciados\4300.wav
Neutral,EmoDSc_Silenciados\4301.wav
Neutral,EmoDSc_Silenciados\4302.wav
Disgust,EmoDSc_Silenciados\4303.wav
Surprise,EmoDSc_Silenciados\4304.wav
Anger,EmoDSc_Silenciados\4305.wav
Fear,EmoDSc_Silenciados\4306.wav
Anger,EmoDSc_Silenciados\4307.wav
Neutral,EmoDSc_Silenciados\4308.wav
Disgust,EmoDSc_Silenciados\4309.wav
Surprise,EmoDSc_Silenciados\4310.wav
Neutral,EmoDSc_Silenciados\4311.wav
Surprise,EmoDSc_Silenciados\4312.wav
Sadness,EmoDSc_Silenciados\4313.wav
Happiness,EmoDSc_Silenciados\4314.wav
Neutral,EmoDSc_Silenciados\4315.wav
Disgust,EmoDSc_Silenciados\4316.wav
Neutral,EmoDSc_Silenciados\4317.wav
Disgust,EmoDSc_Silenciados\4318.wav
Sadness,EmoDSc_Silenciados\4319.wav
Neutral,EmoDSc_Silenciados\4320.wav
Disgust,EmoDSc_Silenciados\4321.wav
Fear,EmoDSc_Silenciados\4322.wav
Surprise,EmoDSc_Silenciados\4323.wav
Sadness,EmoDSc_Silenciados\4324.wav
Disgust,EmoDSc_Silenciados\4325.wav
Happiness,EmoDSc_Silenciados\4326.wav
Anger,EmoDSc_Silenciados\4327.wav
Fear,EmoDSc_Silenciados\4328.wav
Anger,EmoDSc_Silenciados\4329.wav
Sadness,EmoDSc_Silenciados\4330.wav
Happiness,EmoDSc_Silenciados\4331.wav
Happiness,EmoDSc_Silenciados\4332.wav
Disgust,EmoDSc_Silenciados\4333.wav
Anger,EmoDSc_Silenciados\4334.wav
Happiness,EmoDSc_Silenciados\4335.wav
Surprise,EmoDSc_Silenciados\4336.wav
Neutral,EmoDSc_Silenciados\4337.wav
Sadness,EmoDSc_Silenciados\4338.wav
Anger,EmoDSc_Silenciados\4339.wav
Surprise,EmoDSc_Silenciados\4340.wav
Disgust,EmoDSc_Silenciados\4341.wav
Neutral,EmoDSc_Silenciados\4342.wav
Disgust,EmoDSc_Silenciados\4343.wav
Happiness,EmoDSc_Silenciados\4344.wav
Sadness,EmoDSc_Silenciados\4345.wav
Sadness,EmoDSc_Silenciados\4346.wav
Neutral,EmoDSc_Silenciados\4347.wav
Surprise,EmoDSc_Silenciados\4348.wav
Disgust,EmoDSc_Silenciados\4349.wav
Surprise,EmoDSc_Silenciados\4350.wav
Neutral,EmoDSc_Silenciados\4351.wav
Sadness,EmoDSc_Silenciados\4352.wav
Anger,EmoDSc_Silenciados\4353.wav
Anger,EmoDSc_Silenciados\4354.wav
Surprise,EmoDSc_Silenciados\4355.wav
Sadness,EmoDSc_Silenciados\4356.wav
Happiness,EmoDSc_Silenciados\4357.wav
Sadness,EmoDSc_Silenciados\4358.wav
Anger,EmoDSc_Silenciados\4359.wav
Surprise,EmoDSc_Silenciados\4360.wav
Sadness,EmoDSc_Silenciados\4361.wav
Anger,EmoDSc_Silenciados\4362.wav
Surprise,EmoDSc_Silenciados\4363.wav
Happiness,EmoDSc_Silenciados\4364.wav
Fear,EmoDSc_Silenciados\4365.wav
Anger,EmoDSc_Silenciados\4366.wav
Sadness,EmoDSc_Silenciados\4367.wav
Neutral,EmoDSc_Silenciados\4368.wav
Disgust,EmoDSc_Silenciados\4369.wav
Sadness,EmoDSc_Silenciados\4370.wav
Disgust,EmoDSc_Silenciados\4371.wav
Neutral,EmoDSc_Silenciados\4372.wav
Sadness,EmoDSc_Silenciados\4373.wav
Sadness,EmoDSc_Silenciados\4374.wav
Neutral,EmoDSc_Silenciados\4375.wav
Disgust,EmoDSc_Silenciados\4376.wav
Fear,EmoDSc_Silenciados\4377.wav
Happiness,EmoDSc_Silenciados\4378.wav
Surprise,EmoDSc_Silenciados\4379.wav
Anger,EmoDSc_Silenciados\4380.wav
Sadness,EmoDSc_Silenciados\4381.wav
Disgust,EmoDSc_Silenciados\4382.wav
Surprise,EmoDSc_Silenciados\4383.wav
Happiness,EmoDSc_Silenciados\4384.wav
Happiness,EmoDSc_Silenciados\4385.wav
Surprise,EmoDSc_Silenciados\4386.wav
Happiness,EmoDSc_Silenciados\4387.wav
Fear,EmoDSc_Silenciados\4388.wav
Sadness,EmoDSc_Silenciados\4389.wav
Surprise,EmoDSc_Silenciados\4390.wav
Sadness,EmoDSc_Silenciados\4391.wav
Neutral,EmoDSc_Silenciados\4392.wav
Fear,EmoDSc_Silenciados\4393.wav
Anger,EmoDSc_Silenciados\4394.wav
Anger,EmoDSc_Silenciados\4395.wav
Fear,EmoDSc_Silenciados\4396.wav
Neutral,EmoDSc_Silenciados\4397.wav
Neutral,EmoDSc_Silenciados\4398.wav
Disgust,EmoDSc_Silenciados\4399.wav
Sadness,EmoDSc_Silenciados\4400.wav
Surprise,EmoDSc_Silenciados\4401.wav
Sadness,EmoDSc_Silenciados\4402.wav
Sadness,EmoDSc_Silenciados\4403.wav
Happiness,EmoDSc_Silenciados\4404.wav
Fear,EmoDSc_Silenciados\4405.wav
Anger,EmoDSc_Silenciados\4406.wav
Sadness,EmoDSc_Silenciados\4407.wav
Disgust,EmoDSc_Silenciados\4408.wav
Surprise,EmoDSc_Silenciados\4409.wav
Happiness,EmoDSc_Silenciados\4410.wav
Fear,EmoDSc_Silenciados\4411.wav
Disgust,EmoDSc_Silenciados\4412.wav
Surprise,EmoDSc_Silenciados\4413.wav
Neutral,EmoDSc_Silenciados\4414.wav
Anger,EmoDSc_Silenciados\4415.wav
Surprise,EmoDSc_Silenciados\4416.wav
Disgust,EmoDSc_Silenciados\4417.wav
Surprise,EmoDSc_Silenciados\4418.wav
Neutral,EmoDSc_Silenciados\4419.wav
Surprise,EmoDSc_Silenciados\4420.wav
Sadness,EmoDSc_Silenciados\4421.wav
Happiness,EmoDSc_Silenciados\4422.wav
Happiness,EmoDSc_Silenciados\4423.wav
Happiness,EmoDSc_Silenciados\4424.wav
Sadness,EmoDSc_Silenciados\4425.wav
Sadness,EmoDSc_Silenciados\4426.wav
Neutral,EmoDSc_Silenciados\4427.wav
Sadness,EmoDSc_Silenciados\4428.wav
Disgust,EmoDSc_Silenciados\4429.wav
Surprise,EmoDSc_Silenciados\4430.wav
Happiness,EmoDSc_Silenciados\4431.wav
Happiness,EmoDSc_Silenciados\4432.wav
Happiness,EmoDSc_Silenciados\4433.wav
Disgust,EmoDSc_Silenciados\4434.wav
Disgust,EmoDSc_Silenciados\4435.wav
Surprise,EmoDSc_Silenciados\4436.wav
Neutral,EmoDSc_Silenciados\4437.wav
Neutral,EmoDSc_Silenciados\4438.wav
Anger,EmoDSc_Silenciados\4439.wav
Sadness,EmoDSc_Silenciados\4440.wav
Fear,EmoDSc_Silenciados\4441.wav
Anger,EmoDSc_Silenciados\4442.wav
Surprise,EmoDSc_Silenciados\4443.wav
Neutral,EmoDSc_Silenciados\4444.wav
Neutral,EmoDSc_Silenciados\4445.wav
Sadness,EmoDSc_Silenciados\4446.wav
Disgust,EmoDSc_Silenciados\4447.wav
Surprise,EmoDSc_Silenciados\4448.wav
Happiness,EmoDSc_Silenciados\4449.wav
Neutral,EmoDSc_Silenciados\4450.wav
Disgust,EmoDSc_Silenciados\4451.wav
Sadness,EmoDSc_Silenciados\4452.wav
Surprise,EmoDSc_Silenciados\4453.wav
Anger,EmoDSc_Silenciados\4454.wav
Neutral,EmoDSc_Silenciados\4455.wav
Sadness,EmoDSc_Silenciados\4456.wav
Surprise,EmoDSc_Silenciados\4457.wav
Neutral,EmoDSc_Silenciados\4458.wav
Surprise,EmoDSc_Silenciados\4459.wav
Happiness,EmoDSc_Silenciados\4460.wav
Neutral,EmoDSc_Silenciados\4461.wav
Anger,EmoDSc_Silenciados\4462.wav
Neutral,EmoDSc_Silenciados\4463.wav
Neutral,EmoDSc_Silenciados\4464.wav
Fear,EmoDSc_Silenciados\4465.wav
Happiness,EmoDSc_Silenciados\4466.wav
Neutral,EmoDSc_Silenciados\4467.wav
Anger,EmoDSc_Silenciados\4468.wav
Happiness,EmoDSc_Silenciados\4469.wav
Sadness,EmoDSc_Silenciados\4470.wav
Fear,EmoDSc_Silenciados\4471.wav
Surprise,EmoDSc_Silenciados\4472.wav
Sadness,EmoDSc_Silenciados\4473.wav
Anger,EmoDSc_Silenciados\4474.wav
Neutral,EmoDSc_Silenciados\4475.wav
Fear,EmoDSc_Silenciados\4476.wav
Neutral,EmoDSc_Silenciados\4477.wav
Neutral,EmoDSc_Silenciados\4478.wav
Anger,EmoDSc_Silenciados\4479.wav
Fear,EmoDSc_Silenciados\4480.wav
Sadness,EmoDSc_Silenciados\4481.wav
Disgust,EmoDSc_Silenciados\4482.wav
Happiness,EmoDSc_Silenciados\4483.wav
Anger,EmoDSc_Silenciados\4484.wav
Surprise,EmoDSc_Silenciados\4485.wav
Disgust,EmoDSc_Silenciados\4486.wav
Sadness,EmoDSc_Silenciados\4487.wav
Neutral,EmoDSc_Silenciados\4488.wav
Disgust,EmoDSc_Silenciados\4489.wav
Anger,EmoDSc_Silenciados\4490.wav
Fear,EmoDSc_Silenciados\4491.wav
Anger,EmoDSc_Silenciados\4492.wav
Disgust,EmoDSc_Silenciados\4493.wav
Neutral,EmoDSc_Silenciados\4494.wav
Happiness,EmoDSc_Silenciados\4495.wav
Surprise,EmoDSc_Silenciados\4496.wav
Anger,EmoDSc_Silenciados\4497.wav
Happiness,EmoDSc_Silenciados\4498.wav
Disgust,EmoDSc_Silenciados\4499.wav
Fear,EmoDSc_Silenciados\4500.wav
Happiness,EmoDSc_Silenciados\4501.wav
Sadness,EmoDSc_Silenciados\4502.wav
Sadness,EmoDSc_Silenciados\4503.wav
Disgust,EmoDSc_Silenciados\4504.wav
Surprise,EmoDSc_Silenciados\4505.wav
Sadness,EmoDSc_Silenciados\4506.wav
Surprise,EmoDSc_Silenciados\4507.wav
Surprise,EmoDSc_Silenciados\4508.wav
Anger,EmoDSc_Silenciados\4509.wav
Surprise,EmoDSc_Silenciados\4510.wav
Neutral,EmoDSc_Silenciados\4511.wav
Happiness,EmoDSc_Silenciados\4512.wav
Happiness,EmoDSc_Silenciados\4513.wav
Disgust,EmoDSc_Silenciados\4514.wav
Fear,EmoDSc_Silenciados\4515.wav
Anger,EmoDSc_Silenciados\4516.wav
Sadness,EmoDSc_Silenciados\4517.wav
Happiness,EmoDSc_Silenciados\4518.wav
Happiness,EmoDSc_Silenciados\4519.wav
Sadness,EmoDSc_Silenciados\4520.wav
Anger,EmoDSc_Silenciados\4521.wav
Fear,EmoDSc_Silenciados\4522.wav
Disgust,EmoDSc_Silenciados\4523.wav
Anger,EmoDSc_Silenciados\4524.wav
Sadness,EmoDSc_Silenciados\4525.wav
Surprise,EmoDSc_Silenciados\4526.wav
Surprise,EmoDSc_Silenciados\4527.wav
Disgust,EmoDSc_Silenciados\4528.wav
Disgust,EmoDSc_Silenciados\4529.wav
Disgust,EmoDSc_Silenciados\4530.wav
Anger,EmoDSc_Silenciados\4531.wav
Surprise,EmoDSc_Silenciados\4532.wav
Disgust,EmoDSc_Silenciados\4533.wav
Happiness,EmoDSc_Silenciados\4534.wav
Disgust,EmoDSc_Silenciados\4535.wav
Sadness,EmoDSc_Silenciados\4536.wav
Fear,EmoDSc_Silenciados\4537.wav
Fear,EmoDSc_Silenciados\4538.wav
Happiness,EmoDSc_Silenciados\4539.wav
Fear,EmoDSc_Silenciados\4540.wav
Fear,EmoDSc_Silenciados\4541.wav
Anger,EmoDSc_Silenciados\4542.wav
Sadness,EmoDSc_Silenciados\4543.wav
Disgust,EmoDSc_Silenciados\4544.wav
Happiness,EmoDSc_Silenciados\4545.wav
Happiness,EmoDSc_Silenciados\4546.wav
Disgust,EmoDSc_Silenciados\4547.wav
Sadness,EmoDSc_Silenciados\4548.wav
Happiness,EmoDSc_Silenciados\4549.wav
Happiness,EmoDSc_Silenciados\4550.wav
Happiness,EmoDSc_Silenciados\4551.wav
Surprise,EmoDSc_Silenciados\4552.wav
Anger,EmoDSc_Silenciados\4553.wav
Fear,EmoDSc_Silenciados\4554.wav
Neutral,EmoDSc_Silenciados\4555.wav
Disgust,EmoDSc_Silenciados\4556.wav
Surprise,EmoDSc_Silenciados\4557.wav
Happiness,EmoDSc_Silenciados\4558.wav
Neutral,EmoDSc_Silenciados\4559.wav
Surprise,EmoDSc_Silenciados\4560.wav
Anger,EmoDSc_Silenciados\4561.wav
Disgust,EmoDSc_Silenciados\4562.wav
Anger,EmoDSc_Silenciados\4563.wav
Anger,EmoDSc_Silenciados\4564.wav
Anger,EmoDSc_Silenciados\4565.wav
Disgust,EmoDSc_Silenciados\4566.wav
Happiness,EmoDSc_Silenciados\4567.wav
Happiness,EmoDSc_Silenciados\4568.wav
Happiness,EmoDSc_Silenciados\4569.wav
Sadness,EmoDSc_Silenciados\4570.wav
Disgust,EmoDSc_Silenciados\4571.wav
Sadness,EmoDSc_Silenciados\4572.wav
Disgust,EmoDSc_Silenciados\4573.wav
Neutral,EmoDSc_Silenciados\4574.wav
Neutral,EmoDSc_Silenciados\4575.wav
Surprise,EmoDSc_Silenciados\4576.wav
Happiness,EmoDSc_Silenciados\4577.wav
Sadness,EmoDSc_Silenciados\4578.wav
Fear,EmoDSc_Silenciados\4579.wav
Fear,EmoDSc_Silenciados\4580.wav
Disgust,EmoDSc_Silenciados\4581.wav
Fear,EmoDSc_Silenciados\4582.wav
Neutral,EmoDSc_Silenciados\4583.wav
Anger,EmoDSc_Silenciados\4584.wav
Sadness,EmoDSc_Silenciados\4585.wav
Sadness,EmoDSc_Silenciados\4586.wav
Sadness,EmoDSc_Silenciados\4587.wav
Surprise,EmoDSc_Silenciados\4588.wav
Surprise,EmoDSc_Silenciados\4589.wav
Sadness,EmoDSc_Silenciados\4590.wav
Neutral,EmoDSc_Silenciados\4591.wav
Happiness,EmoDSc_Silenciados\4592.wav
Neutral,EmoDSc_Silenciados\4593.wav
Fear,EmoDSc_Silenciados\4594.wav
Fear,EmoDSc_Silenciados\4595.wav
Disgust,EmoDSc_Silenciados\4596.wav
Happiness,EmoDSc_Silenciados\4597.wav
Surprise,EmoDSc_Silenciados\4598.wav
Sadness,EmoDSc_Silenciados\4599.wav
Happiness,EmoDSc_Silenciados\4600.wav
Disgust,EmoDSc_Silenciados\4601.wav
Disgust,EmoDSc_Silenciados\4602.wav
Happiness,EmoDSc_Silenciados\4603.wav
Anger,EmoDSc_Silenciados\4604.wav
Surprise,EmoDSc_Silenciados\4605.wav
Surprise,EmoDSc_Silenciados\4606.wav
Fear,EmoDSc_Silenciados\4607.wav
Sadness,EmoDSc_Silenciados\4608.wav
Fear,EmoDSc_Silenciados\4609.wav
Neutral,EmoDSc_Silenciados\4610.wav
Sadness,EmoDSc_Silenciados\4611.wav
Neutral,EmoDSc_Silenciados\4612.wav
Happiness,EmoDSc_Silenciados\4613.wav
Surprise,EmoDSc_Silenciados\4614.wav
Neutral,EmoDSc_Silenciados\4615.wav
Neutral,EmoDSc_Silenciados\4616.wav
Surprise,EmoDSc_Silenciados\4617.wav
Sadness,EmoDSc_Silenciados\4618.wav
Sadness,EmoDSc_Silenciados\4619.wav
Happiness,EmoDSc_Silenciados\4620.wav
Happiness,EmoDSc_Silenciados\4621.wav
Happiness,EmoDSc_Silenciados\4622.wav
Fear,EmoDSc_Silenciados\4623.wav
Surprise,EmoDSc_Silenciados\4624.wav
Fear,EmoDSc_Silenciados\4625.wav
Surprise,EmoDSc_Silenciados\4626.wav
Neutral,EmoDSc_Silenciados\4627.wav
Anger,EmoDSc_Silenciados\4628.wav
Anger,EmoDSc_Silenciados\4629.wav
Happiness,EmoDSc_Silenciados\4630.wav
Neutral,EmoDSc_Silenciados\4631.wav
Disgust,EmoDSc_Silenciados\4632.wav
Surprise,EmoDSc_Silenciados\4633.wav
Surprise,EmoDSc_Silenciados\4634.wav
Sadness,EmoDSc_Silenciados\4635.wav
Fear,EmoDSc_Silenciados\4636.wav
Sadness,EmoDSc_Silenciados\4637.wav
Anger,EmoDSc_Silenciados\4638.wav
Happiness,EmoDSc_Silenciados\4639.wav
Disgust,EmoDSc_Silenciados\4640.wav
Fear,EmoDSc_Silenciados\4641.wav
Neutral,EmoDSc_Silenciados\4642.wav
Neutral,EmoDSc_Silenciados\4643.wav
Happiness,EmoDSc_Silenciados\4644.wav
Sadness,EmoDSc_Silenciados\4645.wav
Neutral,EmoDSc_Silenciados\4646.wav
Disgust,EmoDSc_Silenciados\4647.wav
Disgust,EmoDSc_Silenciados\4648.wav
Surprise,EmoDSc_Silenciados\4649.wav
Surprise,EmoDSc_Silenciados\4650.wav
Sadness,EmoDSc_Silenciados\4651.wav
Happiness,EmoDSc_Silenciados\4652.wav
Neutral,EmoDSc_Silenciados\4653.wav
Neutral,EmoDSc_Silenciados\4654.wav
Fear,EmoDSc_Silenciados\4655.wav
Sadness,EmoDSc_Silenciados\4656.wav
Surprise,EmoDSc_Silenciados\4657.wav
Neutral,EmoDSc_Silenciados\4658.wav
Anger,EmoDSc_Silenciados\4659.wav
Happiness,EmoDSc_Silenciados\4660.wav
Fear,EmoDSc_Silenciados\4661.wav
Fear,EmoDSc_Silenciados\4662.wav
Surprise,EmoDSc_Silenciados\4663.wav
Disgust,EmoDSc_Silenciados\4664.wav
Fear,EmoDSc_Silenciados\4665.wav
Happiness,EmoDSc_Silenciados\4666.wav
Surprise,EmoDSc_Silenciados\4667.wav
Fear,EmoDSc_Silenciados\4668.wav
Sadness,EmoDSc_Silenciados\4669.wav
Anger,EmoDSc_Silenciados\4670.wav
Neutral,EmoDSc_Silenciados\4671.wav
Fear,EmoDSc_Silenciados\4672.wav
Sadness,EmoDSc_Silenciados\4673.wav
Happiness,EmoDSc_Silenciados\4674.wav
Surprise,EmoDSc_Silenciados\4675.wav
Anger,EmoDSc_Silenciados\4676.wav
Fear,EmoDSc_Silenciados\4677.wav
Neutral,EmoDSc_Silenciados\4678.wav
Surprise,EmoDSc_Silenciados\4679.wav
Surprise,EmoDSc_Silenciados\4680.wav
Neutral,EmoDSc_Silenciados\4681.wav
Anger,EmoDSc_Silenciados\4682.wav
Fear,EmoDSc_Silenciados\4683.wav
Fear,EmoDSc_Silenciados\4684.wav
Happiness,EmoDSc_Silenciados\4685.wav
Surprise,EmoDSc_Silenciados\4686.wav
Fear,EmoDSc_Silenciados\4687.wav
Fear,EmoDSc_Silenciados\4688.wav
Surprise,EmoDSc_Silenciados\4689.wav
Sadness,EmoDSc_Silenciados\4690.wav
Surprise,EmoDSc_Silenciados\4691.wav
Neutral,EmoDSc_Silenciados\4692.wav
Disgust,EmoDSc_Silenciados\4693.wav
Sadness,EmoDSc_Silenciados\4694.wav
Surprise,EmoDSc_Silenciados\4695.wav
Sadness,EmoDSc_Silenciados\4696.wav
Happiness,EmoDSc_Silenciados\4697.wav
Surprise,EmoDSc_Silenciados\4698.wav
Surprise,EmoDSc_Silenciados\4699.wav
Surprise,EmoDSc_Silenciados\4700.wav
Disgust,EmoDSc_Silenciados\4701.wav
Happiness,EmoDSc_Silenciados\4702.wav
Sadness,EmoDSc_Silenciados\4703.wav
Neutral,EmoDSc_Silenciados\4704.wav
Sadness,EmoDSc_Silenciados\4705.wav
Disgust,EmoDSc_Silenciados\4706.wav
Disgust,EmoDSc_Silenciados\4707.wav
Happiness,EmoDSc_Silenciados\4708.wav
Fear,EmoDSc_Silenciados\4709.wav
Anger,EmoDSc_Silenciados\4710.wav
Neutral,EmoDSc_Silenciados\4711.wav
Disgust,EmoDSc_Silenciados\4712.wav
Neutral,EmoDSc_Silenciados\4713.wav
Surprise,EmoDSc_Silenciados\4714.wav
Neutral,EmoDSc_Silenciados\4715.wav
Sadness,EmoDSc_Silenciados\4716.wav
Disgust,EmoDSc_Silenciados\4717.wav
Neutral,EmoDSc_Silenciados\4718.wav
Disgust,EmoDSc_Silenciados\4719.wav
Disgust,EmoDSc_Silenciados\4720.wav
Surprise,EmoDSc_Silenciados\4721.wav
Fear,EmoDSc_Silenciados\4722.wav
Sadness,EmoDSc_Silenciados\4723.wav
Anger,EmoDSc_Silenciados\4724.wav
Disgust,EmoDSc_Silenciados\4725.wav
Neutral,EmoDSc_Silenciados\4726.wav
Disgust,EmoDSc_Silenciados\4727.wav
Sadness,EmoDSc_Silenciados\4728.wav
Anger,EmoDSc_Silenciados\4729.wav
Disgust,EmoDSc_Silenciados\4730.wav
Happiness,EmoDSc_Silenciados\4731.wav
Anger,EmoDSc_Silenciados\4732.wav
Happiness,EmoDSc_Silenciados\4733.wav
Disgust,EmoDSc_Silenciados\4734.wav
Neutral,EmoDSc_Silenciados\4735.wav
Anger,EmoDSc_Silenciados\4736.wav
Disgust,EmoDSc_Silenciados\4737.wav
Fear,EmoDSc_Silenciados\4738.wav
Disgust,EmoDSc_Silenciados\4739.wav
Surprise,EmoDSc_Silenciados\4740.wav
Neutral,EmoDSc_Silenciados\4741.wav
Sadness,EmoDSc_Silenciados\4742.wav
