Emotions,Path
Neutral,Datasets\TESS\YAF_neutral\YAF_lose_neutral.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001425.wav
Anger,Datasets\CREMA-D\1070_ITH_ANG_XX.wav
Neutral,Datasets\CREMA-D\1032_TSI_NEU_XX.wav
Neutral,Datasets\ESD\0012\Neutral\0012_000264.wav
Disgust,Datasets\RAVDESS\Actor_05\03-01-07-01-01-01-05.wav
Sadness,Datasets\ESD\0020\Sad\0020_001271.wav
Sadness,Datasets\CREMA-D\1040_IEO_SAD_LO.wav
Anger,Datasets\ESD\0011\Angry\0011_000442.wav
Neutral,Datasets\ESD\0020\Neutral\0020_000023.wav
Anger,Datasets\ASVP\ASVP5\03-01-05-01-15-51-02-02-02-15-03.wav
Fear,Datasets\CREMA-D\1088_IEO_FEA_LO.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001585.wav
Fear,Datasets\ASVP\ASVP1\03-01-06-01-25-50-02-02-02-77.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001706.wav
Anger,Datasets\ESD\0014\Angry\0014_000580.wav
Happiness,Datasets\ESD\0012\Happy\0012_001001.wav
Neutral,Datasets\JL\female2_neutral_3a_1.wav
Disgust,Datasets\CREMA-D\1054_WSI_DIS_XX.wav
Neutral,Datasets\CREMA-D\1065_ITH_NEU_XX.wav
Neutral,Datasets\ESD\0015\Neutral\0015_000080.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000158.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000237.wav
Fear,Datasets\CREMA-D\1021_IEO_FEA_HI.wav
Disgust,Datasets\ASVP\ASVP5\03-01-07-01-04-26-02-02-02-17.wav
Anger,Datasets\CREMA-D\1073_WSI_ANG_XX.wav
Disgust,Datasets\TESS\OAF_disgust\OAF_goose_disgust.wav
Sadness,Datasets\ESD\0019\Sad\0019_001398.wav
Anger,Datasets\CREMA-D\1065_IEO_ANG_MD.wav
Disgust,Datasets\CREMA-D\1042_IOM_DIS_XX.wav
Sadness,Datasets\ESD\0016\Sad\0016_001316.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000269.wav
Anger,Datasets\ESD\0015\Angry\0015_000378.wav
Surprise,Datasets\ESD\0015\Surprise\0015_001609.wav
Happiness,Datasets\ESD\0019\Happy\0019_000712.wav
Fear,Datasets\CREMA-D\1025_MTI_FEA_XX.wav
Neutral,Datasets\CREMA-D\1002_ITH_NEU_XX.wav
Disgust,Datasets\CREMA-D\1069_ITH_DIS_XX.wav
Disgust,Datasets\CREMA-D\1073_TIE_DIS_XX.wav
Anger,Datasets\ESD\0020\Angry\0020_000408.wav
Happiness,Datasets\JL\male2_happy_4a_1.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001603.wav
Neutral,Datasets\ESD\0013\Neutral\0013_000338.wav
Fear,Datasets\TESS\OAF_Fear\OAF_nice_fear.wav
Disgust,Datasets\RAVDESS\Actor_08\03-01-07-02-01-02-08.wav
Disgust,Datasets\CREMA-D\1045_MTI_DIS_XX.wav
Surprise,Datasets\ESD\0011\Surprise\0011_001527.wav
Fear,Datasets\TESS\YAF_fear\YAF_tire_fear.wav
Surprise,Datasets\ESD\0013\Surprise\0013_001521.wav
Happiness,Datasets\CREMA-D\1044_MTI_HAP_XX.wav
Sadness,Datasets\ESD\0018\Sad\0018_001260.wav
Happiness,Datasets\ESD\0020\Happy\0020_000890.wav
Sadness,Datasets\ESD\0014\Sad\0014_001339.wav
Disgust,Datasets\CREMA-D\1051_IEO_DIS_LO.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-01-12-28-02-02-02-03.wav
Happiness,Datasets\CREMA-D\1027_ITS_HAP_XX.wav
Happiness,Datasets\TESS\OAF_happy\OAF_far_happy.wav
Anger,Datasets\ESD\0012\Angry\0012_000604.wav
Fear,Datasets\CREMA-D\1090_TAI_FEA_XX.wav
Fear,Datasets\CREMA-D\1079_TAI_FEA_XX.wav
Anger,Datasets\ESD\0012\Angry\0012_000365.wav
Neutral,Datasets\ESD\0013\Neutral\0013_000024.wav
Sadness,Datasets\ESD\0012\Sad\0012_001072.wav
Surprise,Datasets\ESD\0016\Surprise\0016_001518.wav
Neutral,Datasets\ESD\0012\Neutral\0012_000350.wav
Neutral,Datasets\ESD\0018\Neutral\0018_000046.wav
Sadness,Datasets\RAVDESS-SONG\Actor_14\03-02-04-02-01-01-14.wav
Happiness,Datasets\ESD\0019\Happy\0019_000743.wav
Happiness,Datasets\ESD\0015\Happy\0015_000792.wav
Anger,Datasets\ASVP\ASVP5\03-01-05-02-00-55-02-02-02-07.wav
Fear,Datasets\RAVDESS-SONG\Actor_08\03-02-06-02-01-01-08.wav
Surprise,Datasets\ESD\0014\Surprise\0014_001714.wav
Neutral,Datasets\CREMA-D\1072_IWL_NEU_XX.wav
Anger,Datasets\CREMA-D\1007_TSI_ANG_XX.wav
Anger,Datasets\ESD\0015\Angry\0015_000524.wav
Happiness,Datasets\ESD\0017\Happy\0017_000942.wav
Fear,Datasets\RAVDESS\Actor_20\03-01-06-02-01-01-20.wav
Sadness,Datasets\ESD\0016\Sad\0016_001268.wav
Disgust,Datasets\CREMA-D\1066_TIE_DIS_XX.wav
Neutral,Datasets\TESS\OAF_neutral\OAF_moon_neutral.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000019.wav
Sadness,Datasets\ESD\0012\Sad\0012_001119.wav
Sadness,Datasets\ASVP\ASVP5\03-01-04-01-01-41-02-01-02.wav
Anger,Datasets\ESD\0012\Angry\0012_000695.wav
Happiness,Datasets\ESD\0015\Happy\0015_000956.wav
Happiness,Datasets\ESD\0016\Happy\0016_001016.wav
Neutral,Datasets\CREMA-D\1029_IWW_NEU_XX.wav
Disgust,Datasets\SAVEE\DC\d13.wav
Happiness,Datasets\ESD\0015\Happy\0015_001022.wav
Sadness,Datasets\RAVDESS\Actor_13\03-01-04-02-02-01-13.wav
Fear,Datasets\TESS\OAF_Fear\OAF_rag_fear.wav
Happiness,Datasets\ESD\0014\Happy\0014_001035.wav
Disgust,Datasets\CREMA-D\1031_WSI_DIS_XX.wav
Anger,Datasets\ESD\0012\Angry\0012_000554.wav
Neutral,Datasets\CREMA-D\1011_TSI_NEU_XX.wav
Happiness,Datasets\CREMA-D\1065_IOM_HAP_XX.wav
Sadness,Datasets\ESD\0014\Sad\0014_001102.wav
Sadness,Datasets\JL\female1_sad_1b_2.wav
Anger,Datasets\CREMA-D\1041_IOM_ANG_XX.wav
Fear,Datasets\CREMA-D\1085_ITS_FEA_XX.wav
Neutral,Datasets\ESD\0020\Neutral\0020_000143.wav
Surprise,Datasets\ESD\0011\Surprise\0011_001429.wav
Sadness,Datasets\CREMA-D\1044_IWL_SAD_XX.wav
Neutral,Datasets\RAVDESS-SONG\Actor_15\03-02-02-02-02-02-15.wav
Surprise,Datasets\ESD\0017\Surprise\0017_001427.wav
Neutral,Datasets\ESD\0014\Neutral\0014_000203.wav
Neutral,Datasets\CREMA-D\1026_ITS_NEU_XX.wav
Neutral,Datasets\ESD\0018\Neutral\0018_000139.wav
Disgust,Datasets\SAVEE\JE\d06.wav
Surprise,Datasets\ESD\0018\Surprise\0018_001552.wav
Surprise,Datasets\ESD\0017\Surprise\0017_001698.wav
Surprise,Datasets\TESS\YAF_pleasant_surprised\YAF_keen_ps.wav
Fear,Datasets\CREMA-D\1089_ITS_FEA_XX.wav
Anger,Datasets\RAVDESS\Actor_10\03-01-05-02-02-02-10.wav
Happiness,Datasets\ESD\0018\Happy\0018_000722.wav
Surprise,Datasets\ESD\0018\Surprise\0018_001514.wav
Sadness,Datasets\ESD\0018\Sad\0018_001348.wav
Anger,Datasets\ESD\0020\Angry\0020_000365.wav
Neutral,Datasets\ESD\0018\Neutral\0018_000137.wav
Anger,Datasets\ESD\0017\Angry\0017_000452.wav
Neutral,Datasets\CREMA-D\1061_IWL_NEU_XX.wav
Anger,Datasets\ESD\0018\Angry\0018_000472.wav
Neutral,Datasets\ESD\0015\Neutral\0015_000277.wav
Disgust,Datasets\ASVP\ASVP1\03-01-07-01-25-50-02-02-02-77.wav
Disgust,Datasets\ASVP\ASVP5\03-01-07-01-37-107-04-02-02-01.wav
Disgust,Datasets\RAVDESS\Actor_13\03-01-07-02-02-02-13.wav
Disgust,Datasets\CREMA-D\1045_ITS_DIS_XX.wav
Fear,Datasets\ASVP\ASVP3\03-01-06-01-21-100-02-01-00-16.wav
Happiness,Datasets\ESD\0013\Happy\0013_000825.wav
Disgust,Datasets\CREMA-D\1038_IEO_DIS_MD.wav
Fear,Datasets\RAVDESS-SONG\Actor_22\03-02-06-01-02-01-22.wav
Sadness,Datasets\ESD\0014\Sad\0014_001080.wav
Surprise,Datasets\ESD\0017\Surprise\0017_001700.wav
Happiness,Datasets\ESD\0018\Happy\0018_000782.wav
Anger,Datasets\ESD\0019\Angry\0019_000468.wav
Neutral,Datasets\RAVDESS-SONG\Actor_09\03-02-02-01-01-02-09.wav
Neutral,Datasets\CREMA-D\1050_IWW_NEU_XX.wav
Disgust,Datasets\CREMA-D\1050_IWW_DIS_XX.wav
Fear,Datasets\CREMA-D\1032_DFA_FEA_XX.wav
Anger,Datasets\CREMA-D\1027_IOM_ANG_XX.wav
Anger,Datasets\ASVP\ASVP5\03-01-05-01-03-62-02-02-02-11.wav
Anger,Datasets\RAVDESS-SONG\Actor_14\03-02-05-01-02-02-14.wav
Neutral,Datasets\RAVDESS\Actor_02\03-01-02-01-02-01-02.wav
Neutral,Datasets\ESD\0011\Neutral\0011_000195.wav
Disgust,Datasets\RAVDESS\Actor_09\03-01-07-01-01-01-09.wav
Happiness,Datasets\CREMA-D\1045_IWW_HAP_XX.wav
Anger,Datasets\ESD\0011\Angry\0011_000673.wav
Sadness,Datasets\ESD\0017\Sad\0017_001315.wav
Fear,Datasets\TESS\OAF_Fear\OAF_chalk_fear.wav
Disgust,Datasets\CREMA-D\1016_IEO_DIS_LO.wav
Disgust,Datasets\CREMA-D\1043_WSI_DIS_XX.wav
Neutral,Datasets\CREMA-D\1048_IWL_NEU_XX.wav
Neutral,Datasets\TESS\OAF_neutral\OAF_came_neutral.wav
Disgust,Datasets\CREMA-D\1009_IEO_DIS_HI.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001692.wav
Anger,Datasets\ASVP\ASVP5\03-01-05-01-05-64-02-02-02.wav
Fear,Datasets\CREMA-D\1084_IEO_FEA_LO.wav
Anger,Datasets\ESD\0013\Angry\0013_000404.wav
Neutral,Datasets\RAVDESS-SONG\Actor_17\03-02-02-01-02-02-17.wav
Disgust,Datasets\CREMA-D\1074_ITH_DIS_XX.wav
Surprise,Datasets\ESD\0016\Surprise\0016_001546.wav
Neutral,Datasets\RAVDESS-SONG\Actor_02\03-02-02-01-01-02-02.wav
Surprise,Datasets\ESD\0018\Surprise\0018_001427.wav
Sadness,Datasets\ESD\0019\Sad\0019_001329.wav
Happiness,Datasets\ESD\0011\Happy\0011_000729.wav
Neutral,Datasets\ESD\0018\Neutral\0018_000230.wav
Disgust,Datasets\TESS\OAF_disgust\OAF_time_disgust.wav
Neutral,Datasets\ESD\0012\Neutral\0012_000094.wav
Disgust,Datasets\CREMA-D\1048_IOM_DIS_XX.wav
Sadness,Datasets\ESD\0017\Sad\0017_001388.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000075.wav
Disgust,Datasets\TESS\OAF_disgust\OAF_shall_disgust.wav
Fear,Datasets\RAVDESS\Actor_13\03-01-06-02-01-01-13.wav
Surprise,Datasets\ESD\0011\Surprise\0011_001534.wav
Sadness,Datasets\CREMA-D\1001_IEO_SAD_HI.wav
Disgust,Datasets\CREMA-D\1004_IEO_DIS_HI.wav
Happiness,Datasets\JL\female1_happy_2a_1.wav
Anger,Datasets\ESD\0017\Angry\0017_000412.wav
Fear,Datasets\CREMA-D\1019_IWL_FEA_XX.wav
Anger,Datasets\ESD\0017\Angry\0017_000379.wav
Sadness,Datasets\ESD\0014\Sad\0014_001066.wav
Happiness,Datasets\JL\female1_happy_1b_1.wav
Happiness,Datasets\ESD\0014\Happy\0014_001006.wav
Disgust,Datasets\CREMA-D\1017_MTI_DIS_XX.wav
Anger,Datasets\CREMA-D\1040_IWL_ANG_XX.wav
Happiness,Datasets\ESD\0013\Happy\0013_000805.wav
Surprise,Datasets\ESD\0013\Surprise\0013_001722.wav
Neutral,Datasets\TESS\YAF_neutral\YAF_ripe_neutral.wav
Sadness,Datasets\CREMA-D\1006_WSI_SAD_XX.wav
Anger,Datasets\ESD\0018\Angry\0018_000392.wav
Surprise,Datasets\ESD\0011\Surprise\0011_001674.wav
Disgust,Datasets\CREMA-D\1030_IWW_DIS_XX.wav
Neutral,Datasets\ESD\0016\Neutral\0016_000092.wav
Disgust,Datasets\CREMA-D\1013_ITS_DIS_XX.wav
Happiness,Datasets\TESS\YAF_happy\YAF_base_happy.wav
Sadness,Datasets\ESD\0018\Sad\0018_001130.wav
Sadness,Datasets\ESD\0015\Sad\0015_001206.wav
Neutral,Datasets\JL\male2_neutral_8b_2.wav
Surprise,Datasets\ESD\0015\Surprise\0015_001706.wav
Disgust,Datasets\CREMA-D\1018_IOM_DIS_XX.wav
Surprise,Datasets\ESD\0018\Surprise\0018_001544.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000197.wav
Sadness,Datasets\ESD\0019\Sad\0019_001234.wav
Anger,Datasets\ESD\0018\Angry\0018_000384.wav
Anger,Datasets\ESD\0011\Angry\0011_000408.wav
Surprise,Datasets\ESD\0015\Surprise\0015_001483.wav
Sadness,Datasets\CREMA-D\1078_MTI_SAD_XX.wav
Happiness,Datasets\TESS\YAF_happy\YAF_king_happy.wav
Sadness,Datasets\ESD\0015\Sad\0015_001054.wav
Anger,Datasets\JL\male1_angry_6b_1.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001530.wav
Sadness,Datasets\CREMA-D\1080_IEO_SAD_MD.wav
Anger,Datasets\ESD\0017\Angry\0017_000399.wav
Surprise,Datasets\ESD\0020\Surprise\0020_001497.wav
Happiness,Datasets\ESD\0011\Happy\0011_000883.wav
Fear,Datasets\CREMA-D\1077_IOM_FEA_XX.wav
Anger,Datasets\ESD\0016\Angry\0016_000542.wav
Sadness,Datasets\ESD\0012\Sad\0012_001295.wav
Neutral,Datasets\RAVDESS-SONG\Actor_12\03-02-01-01-02-02-12.wav
Disgust,Datasets\CREMA-D\1035_IWW_DIS_XX.wav
Sadness,Datasets\ESD\0018\Sad\0018_001340.wav
Disgust,Datasets\ASVP\ASVP5\03-01-07-01-03-116-02-02-02-05.wav
Neutral,Datasets\TESS\YAF_neutral\YAF_room_neutral.wav
Sadness,Datasets\ESD\0015\Sad\0015_001253.wav
Sadness,Datasets\ESD\0013\Sad\0013_001231.wav
Neutral,Datasets\CREMA-D\1019_DFA_NEU_XX.wav
Disgust,Datasets\CREMA-D\1052_MTI_DIS_XX.wav
Fear,Datasets\CREMA-D\1079_IEO_FEA_HI.wav
Happiness,Datasets\JL\female1_happy_4b_1.wav
Surprise,Datasets\ESD\0017\Surprise\0017_001645.wav
Anger,Datasets\ESD\0015\Angry\0015_000440.wav
Sadness,Datasets\CREMA-D\1038_WSI_SAD_XX.wav
Disgust,Datasets\CREMA-D\1079_IEO_DIS_HI.wav
Surprise,Datasets\ESD\0013\Surprise\0013_001548.wav
Happiness,Datasets\RAVDESS\Actor_24\03-01-03-01-02-01-24.wav
Happiness,Datasets\ESD\0012\Happy\0012_000881.wav
Surprise,Datasets\TESS\YAF_pleasant_surprised\YAF_gin_ps.wav
Happiness,Datasets\JL\male2_happy_7b_1.wav
Fear,Datasets\ASVP\ASVP5\03-01-06-02-28-28-02-02-02.wav
Sadness,Datasets\ESD\0014\Sad\0014_001073.wav
Surprise,Datasets\ESD\0015\Surprise\0015_001637.wav
Sadness,Datasets\ESD\0011\Sad\0011_001111.wav
Neutral,Datasets\TESS\YAF_neutral\YAF_dime_neutral.wav
Fear,Datasets\RAVDESS-SONG\Actor_07\03-02-06-02-01-01-07.wav
Anger,Datasets\ESD\0018\Angry\0018_000559.wav
Anger,Datasets\RAVDESS-SONG\Actor_15\03-02-05-02-02-02-15.wav
Fear,Datasets\ASVP\ASVP5\03-01-06-01-16-118-04-02-02-06.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000346.wav
Neutral,Datasets\TESS\OAF_neutral\OA_bite_neutral.wav
Disgust,Datasets\RAVDESS\Actor_01\03-01-07-02-01-01-01.wav
Sadness,Datasets\ESD\0011\Sad\0011_001097.wav
Surprise,Datasets\ESD\0014\Surprise\0014_001532.wav
Sadness,Datasets\CREMA-D\1014_TSI_SAD_XX.wav
Sadness,Datasets\ESD\0012\Sad\0012_001095.wav
Happiness,Datasets\ESD\0018\Happy\0018_000837.wav
Fear,Datasets\TESS\OAF_Fear\OAF_wife_fear.wav
Anger,Datasets\CREMA-D\1049_MTI_ANG_XX.wav
Sadness,Datasets\ESD\0014\Sad\0014_001148.wav
Disgust,Datasets\TESS\YAF_disgust\YAF_dog_disgust.wav
Surprise,Datasets\ESD\0016\Surprise\0016_001685.wav
Happiness,Datasets\ESD\0015\Happy\0015_001018.wav
Fear,Datasets\TESS\OAF_Fear\OAF_kick_fear.wav
Disgust,Datasets\CREMA-D\1032_ITH_DIS_XX.wav
Surprise,Datasets\ESD\0016\Surprise\0016_001559.wav
Neutral,Datasets\CREMA-D\1031_TSI_NEU_XX.wav
Anger,Datasets\TESS\YAF_angry\YAF_puff_angry.wav
Surprise,Datasets\ASVP\ASVP5\03-01-08-02-29-28-02-02-02.wav
Disgust,Datasets\CREMA-D\1004_IWW_DIS_XX.wav
Surprise,Datasets\ESD\0014\Surprise\0014_001740.wav
Neutral,Datasets\JL\female1_neutral_12a_1.wav
Surprise,Datasets\ESD\0017\Surprise\0017_001538.wav
Sadness,Datasets\ESD\0019\Sad\0019_001337.wav
Happiness,Datasets\ASVP\ASVP5\03-01-03-01-20-60-02-02-02.wav
Happiness,Datasets\CREMA-D\1052_ITS_HAP_XX.wav
Happiness,Datasets\ESD\0017\Happy\0017_000853.wav
Sadness,Datasets\ESD\0018\Sad\0018_001179.wav
Sadness,Datasets\ESD\0011\Sad\0011_001346.wav
Neutral,Datasets\ESD\0015\Neutral\0015_000330.wav
Sadness,Datasets\CREMA-D\1026_IWW_SAD_XX.wav
Disgust,Datasets\CREMA-D\1004_IEO_DIS_MD.wav
Surprise,Datasets\ESD\0020\Surprise\0020_001458.wav
Happiness,Datasets\ESD\0016\Happy\0016_001041.wav
Happiness,Datasets\ESD\0017\Happy\0017_000778.wav
Happiness,Datasets\ESD\0015\Happy\0015_000924.wav
Disgust,Datasets\CREMA-D\1079_ITH_DIS_XX.wav
Disgust,Datasets\SAVEE\DC\d14.wav
Surprise,Datasets\ESD\0011\Surprise\0011_001575.wav
Neutral,Datasets\TESS\YAF_neutral\YAF_late_neutral.wav
Neutral,Datasets\ESD\0011\Neutral\0011_000266.wav
Anger,Datasets\ESD\0016\Angry\0016_000582.wav
Sadness,Datasets\CREMA-D\1072_WSI_SAD_XX.wav
Fear,Datasets\SAVEE\KL\f14.wav
Anger,Datasets\ESD\0014\Angry\0014_000520.wav
Surprise,Datasets\ESD\0017\Surprise\0017_001613.wav
Neutral,Datasets\CREMA-D\1056_MTI_NEU_XX.wav
Neutral,Datasets\CREMA-D\1029_WSI_NEU_XX.wav
Sadness,Datasets\ESD\0019\Sad\0019_001303.wav
Disgust,Datasets\CREMA-D\1053_DFA_DIS_XX.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001636.wav
Happiness,Datasets\ASVP\ASVP5\03-01-03-01-35-62-02-02-02-13-05.wav
Neutral,Datasets\ESD\0011\Neutral\0011_000015.wav
Disgust,Datasets\ASVP\ASVP5\03-01-07-01-08-116-02-02-02-05.wav
Sadness,Datasets\ESD\0020\Sad\0020_001299.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001568.wav
Anger,Datasets\RAVDESS-SONG\Actor_10\03-02-05-01-02-02-10.wav
Neutral,Datasets\ESD\0012\Neutral\0012_000115.wav
Sadness,Datasets\RAVDESS-SONG\Actor_19\03-02-04-01-01-02-19.wav
Surprise,Datasets\ESD\0011\Surprise\0011_001522.wav
Neutral,Datasets\RAVDESS\Actor_15\03-01-02-01-02-01-15.wav
Surprise,Datasets\ESD\0016\Surprise\0016_001603.wav
Happiness,Datasets\ESD\0018\Happy\0018_000749.wav
Neutral,Datasets\JL\female2_neutral_3a_2.wav
Anger,Datasets\JL\female1_angry_5a_2.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-01-14-60-02-02-02.wav
Neutral,Datasets\TESS\YAF_neutral\YAF_gap_neutral.wav
Fear,Datasets\CREMA-D\1087_IOM_FEA_XX.wav
Happiness,Datasets\RAVDESS\Actor_04\03-01-03-01-01-01-04.wav
Neutral,Datasets\RAVDESS\Actor_08\03-01-02-01-02-02-08.wav
Anger,Datasets\ESD\0013\Angry\0013_000677.wav
Happiness,Datasets\CREMA-D\1066_WSI_HAP_XX.wav
Sadness,Datasets\RAVDESS\Actor_06\03-01-04-02-01-01-06.wav
Fear,Datasets\TESS\YAF_fear\YAF_pain_fear.wav
Surprise,Datasets\ESD\0018\Surprise\0018_001591.wav
Sadness,Datasets\ESD\0015\Sad\0015_001097.wav
Anger,Datasets\TESS\YAF_angry\YAF_nag_angry.wav
Neutral,Datasets\TESS\YAF_neutral\YAF_numb_neutral.wav
Fear,Datasets\CREMA-D\1089_TSI_FEA_XX.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000154.wav
Neutral,Datasets\CREMA-D\1004_ITS_NEU_XX.wav
Anger,Datasets\ESD\0019\Angry\0019_000354.wav
Fear,Datasets\CREMA-D\1006_IEO_FEA_MD.wav
Sadness,Datasets\ESD\0019\Sad\0019_001275.wav
Disgust,Datasets\TESS\YAF_disgust\YAF_check_disgust.wav
Happiness,Datasets\ESD\0012\Happy\0012_000926.wav
Anger,Datasets\RAVDESS\Actor_05\03-01-05-02-02-02-05.wav
Surprise,Datasets\TESS\YAF_pleasant_surprised\YAF_lid_ps.wav
Disgust,Datasets\CREMA-D\1004_TAI_DIS_XX.wav
Sadness,Datasets\CREMA-D\1061_IWL_SAD_XX.wav
Neutral,Datasets\CREMA-D\1051_WSI_NEU_XX.wav
Disgust,Datasets\CREMA-D\1012_IEO_DIS_LO.wav
Anger,Datasets\ESD\0011\Angry\0011_000474.wav
Fear,Datasets\CREMA-D\1034_ITH_FEA_XX.wav
Anger,Datasets\ESD\0018\Angry\0018_000503.wav
Disgust,Datasets\CREMA-D\1016_IOM_DIS_XX.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000053.wav
Happiness,Datasets\ESD\0019\Happy\0019_000944.wav
Surprise,Datasets\ASVP\ASVP5\03-01-08-01-02-53-02-02-02.wav
Anger,Datasets\ESD\0013\Angry\0013_000550.wav
Happiness,Datasets\CREMA-D\1030_MTI_HAP_XX.wav
Disgust,Datasets\CREMA-D\1026_TAI_DIS_XX.wav
Fear,Datasets\TESS\YAF_fear\YAF_lot_fear.wav
Happiness,Datasets\ESD\0020\Happy\0020_000909.wav
Sadness,Datasets\CREMA-D\1017_WSI_SAD_XX.wav
Sadness,Datasets\CREMA-D\1030_IEO_SAD_MD.wav
Disgust,Datasets\RAVDESS\Actor_15\03-01-07-01-01-01-15.wav
Surprise,Datasets\ESD\0016\Surprise\0016_001692.wav
Sadness,Datasets\ESD\0015\Sad\0015_001326.wav
Surprise,Datasets\ESD\0015\Surprise\0015_001402.wav
Surprise,Datasets\ESD\0017\Surprise\0017_001617.wav
Anger,Datasets\ESD\0012\Angry\0012_000605.wav
Surprise,Datasets\ESD\0016\Surprise\0016_001516.wav
Neutral,Datasets\CREMA-D\1090_DFA_NEU_XX.wav
Happiness,Datasets\ESD\0020\Happy\0020_000733.wav
Happiness,Datasets\ESD\0018\Happy\0018_001008.wav
Disgust,Datasets\CREMA-D\1015_MTI_DIS_XX.wav
Fear,Datasets\TESS\OAF_Fear\OAF_tape_fear.wav
Anger,Datasets\ESD\0012\Angry\0012_000623.wav
Sadness,Datasets\TESS\OAF_Sad\OAF_sail_sad.wav
Happiness,Datasets\ESD\0015\Happy\0015_001000.wav
Happiness,Datasets\TESS\OAF_happy\OAF_bought_happy.wav
Sadness,Datasets\ESD\0017\Sad\0017_001078.wav
Anger,Datasets\CREMA-D\1043_TSI_ANG_XX.wav
Fear,Datasets\RAVDESS\Actor_21\03-01-06-01-01-02-21.wav
Disgust,Datasets\TESS\YAF_disgust\YAF_page_disgust.wav
Anger,Datasets\ESD\0019\Angry\0019_000696.wav
Sadness,Datasets\ESD\0016\Sad\0016_001346.wav
Surprise,Datasets\ESD\0014\Surprise\0014_001521.wav
Surprise,Datasets\ESD\0016\Surprise\0016_001749.wav
Disgust,Datasets\CREMA-D\1071_TIE_DIS_XX.wav
Disgust,Datasets\CREMA-D\1062_MTI_DIS_XX.wav
Disgust,Datasets\ASVP\ASVP5\03-01-07-01-06-53-02-02-02.wav
Anger,Datasets\ESD\0015\Angry\0015_000365.wav
Surprise,Datasets\ESD\0015\Surprise\0015_001659.wav
Disgust,Datasets\CREMA-D\1077_IWL_DIS_XX.wav
Happiness,Datasets\RAVDESS\Actor_22\03-01-03-01-01-02-22.wav
Disgust,Datasets\CREMA-D\1046_ITS_DIS_XX.wav
Sadness,Datasets\ESD\0018\Sad\0018_001372.wav
Fear,Datasets\CREMA-D\1031_MTI_FEA_XX.wav
Fear,Datasets\RAVDESS-SONG\Actor_13\03-02-06-01-01-02-13.wav
Happiness,Datasets\ESD\0013\Happy\0013_001048.wav
Fear,Datasets\TESS\OAF_Fear\OAF_thin_fear.wav
Fear,Datasets\CREMA-D\1003_ITH_FEA_XX.wav
Anger,Datasets\ESD\0015\Angry\0015_000530.wav
Sadness,Datasets\ESD\0018\Sad\0018_001069.wav
Disgust,Datasets\CREMA-D\1006_IEO_DIS_MD.wav
Happiness,Datasets\CREMA-D\1060_ITH_HAP_XX.wav
Happiness,Datasets\TESS\YAF_happy\YAF_bought_happy.wav
Disgust,Datasets\CREMA-D\1083_IEO_DIS_HI.wav
Sadness,Datasets\ESD\0012\Sad\0012_001314.wav
Happiness,Datasets\CREMA-D\1081_IWL_HAP_XX.wav
Happiness,Datasets\CREMA-D\1029_IWL_HAP_XX.wav
Happiness,Datasets\ESD\0020\Happy\0020_001033.wav
Surprise,Datasets\ESD\0018\Surprise\0018_001684.wav
Anger,Datasets\ASVP\ASVP4\03-01-05-01-06-103-02-01-02.wav
Fear,Datasets\RAVDESS-SONG\Actor_05\03-02-06-02-01-02-05.wav
Neutral,Datasets\ESD\0016\Neutral\0016_000216.wav
Disgust,Datasets\CREMA-D\1032_IOM_DIS_XX.wav
Surprise,Datasets\TESS\OAF_Pleasant_surprise\OAF_search_ps.wav
Happiness,Datasets\ESD\0012\Happy\0012_000984.wav
Neutral,Datasets\ESD\0016\Neutral\0016_000111.wav
Surprise,Datasets\ESD\0013\Surprise\0013_001482.wav
Anger,Datasets\ESD\0011\Angry\0011_000434.wav
Disgust,Datasets\TESS\OAF_disgust\OAF_note_disgust.wav
Anger,Datasets\ESD\0020\Angry\0020_000483.wav
Anger,Datasets\ESD\0011\Angry\0011_000354.wav
Anger,Datasets\ESD\0019\Angry\0019_000597.wav
Disgust,Datasets\CREMA-D\1014_IEO_DIS_HI.wav
Happiness,Datasets\ESD\0018\Happy\0018_001017.wav
Happiness,Datasets\ESD\0013\Happy\0013_000829.wav
Happiness,Datasets\CREMA-D\1021_IWL_HAP_XX.wav
Sadness,Datasets\ESD\0018\Sad\0018_001344.wav
Disgust,Datasets\TESS\OAF_disgust\OAF_sell_disgust.wav
Sadness,Datasets\ESD\0019\Sad\0019_001087.wav
